trip_id,vehicle_id,driver_id,trip_date,origin,destination,distance_km,duration_hr,fuel_liters,fuel_cost,purpose
T01342,V024,D079,2026-01-11,Airport Cargo,Riverside Hub,350.8,6.64,34.6,51.76,delivery
T01429,V116,D012,2026-01-11,Riverside Hub,Westside Yard,393.0,6.31,66.7,105.94,service_run
T01476,V048,D036,2026-01-11,Springfield Depot,Downtown Drop,214.9,3.98,35.4,54.62,transfer
T01862,V107,D015,2026-01-11,Riverside Hub,Eastfield Park,220.4,5.13,21.4,34.87,transfer
T02243,V035,D069,2026-01-11,Eastfield Park,Westside Yard,25.9,0.68,3.8,6.05,delivery
T03013,V048,D036,2026-01-11,Riverside Hub,Westside Yard,151.3,2.69,17.4,26.42,delivery
T03080,V019,D041,2026-01-11,Springfield Depot,Downtown Drop,304.0,5.92,31.9,46.54,service_run
T03247,V027,D049,2026-01-11,Riverside Hub,Eastfield Park,221.1,5.42,34.3,56.42,transfer
T03249,V004,D003,2026-01-11,Airport Cargo,Harbor Terminal,342.4,4.91,45.8,77.8,service_run
T03312,V062,D056,2026-01-11,Northgate DC,Downtown Drop,376.5,5.82,56.9,98.86,transfer
T03338,V065,D080,2026-01-11,Westside Yard,Riverside Hub,180.5,3.69,16.7,27.94,delivery
T03343,V018,D028,2026-01-11,Harbor Terminal,Westside Yard,572.4,12.65,65.9,97.71,delivery
T03346,V095,D034,2026-01-11,Riverside Hub,Harbor Terminal,153.0,3.69,22.9,33.31,delivery
T03450,V109,D051,2026-01-11,Airport Cargo,Downtown Drop,426.1,10.65,55.4,85.03,delivery
T03743,V026,D021,2026-01-11,Airport Cargo,Harbor Terminal,611.8,10.15,82.6,128.76,pickup
T03838,V024,D079,2026-01-11,Eastfield Park,Harbor Terminal,498.4,7.27,50.5,82.75,pickup
T04181,V074,D009,2026-01-11,Harbor Terminal,Airport Cargo,286.4,6.28,45.0,69.74,delivery
T04335,V048,D036,2026-01-11,Westside Yard,Springfield Depot,232.9,3.72,23.7,41.08,delivery
T04507,V002,D074,2026-01-11,Downtown Drop,Northgate DC,231.3,5.3,21.6,37.66,pickup
T04987,V105,D023,2026-01-11,Downtown Drop,Airport Cargo,510.6,9.62,78.1,127.71,delivery
T00049,V110,D072,2026-01-12,Riverside Hub,Westside Yard,589.4,9.64,60.2,103.63,service_run
T00259,V053,D019,2026-01-12,Riverside Hub,Eastfield Park,110.3,1.99,18.0,29.07,delivery
T00412,V026,D021,2026-01-12,Harbor Terminal,Airport Cargo,131.1,2.45,19.1,33.38,pickup
T00456,V061,D001,2026-01-12,Harbor Terminal,Downtown Drop,610.4,13.28,65.9,104.01,transfer
T00553,V060,D005,2026-01-12,Harbor Terminal,Downtown Drop,213.2,5.07,36.8,58.97,transfer
T00741,V113,D053,2026-01-12,Eastfield Park,Harbor Terminal,29.3,0.45,3.0,4.38,delivery
T01190,V084,D013,2026-01-12,Airport Cargo,Westside Yard,82.1,1.7,7.7,12.81,delivery
T01485,V087,D039,2026-01-12,Harbor Terminal,Downtown Drop,160.6,2.96,16.3,26.7,delivery
T01569,V004,D003,2026-01-12,Westside Yard,Eastfield Park,404.0,10.42,62.9,96.92,pickup
T01809,V065,D080,2026-01-12,Airport Cargo,Downtown Drop,23.2,0.46,2.5,3.93,delivery
T02366,V065,D080,2026-01-12,Downtown Drop,Springfield Depot,399.6,8.54,56.9,82.96,delivery
T02894,V046,D071,2026-01-12,Springfield Depot,Downtown Drop,601.6,12.91,75.4,123.98,delivery
T03087,V039,D045,2026-01-12,Westside Yard,Eastfield Park,52.6,1.36,6.6,9.78,transfer
T03435,V117,D027,2026-01-12,Westside Yard,Riverside Hub,178.9,3.26,18.9,28.0,delivery
T03567,V040,D067,2026-01-12,Springfield Depot,Eastfield Park,450.2,10.94,52.5,77.1,delivery
T03621,V053,D019,2026-01-12,Harbor Terminal,Northgate DC,595.8,9.26,96.2,167.23,delivery
T04592,V063,D010,2026-01-12,Northgate DC,Eastfield Park,427.3,9.39,45.2,75.01,delivery
T00441,V109,D051,2026-01-13,Eastfield Park,Springfield Depot,351.2,7.97,33.2,48.68,delivery
T00811,V044,D020,2026-01-13,Westside Yard,Springfield Depot,255.1,4.89,32.4,50.57,delivery
T00943,V069,D066,2026-01-13,Downtown Drop,Eastfield Park,37.1,0.97,4.0,6.63,transfer
T01186,V035,D069,2026-01-13,Downtown Drop,Riverside Hub,113.8,2.03,18.5,30.31,service_run
T01711,V069,D066,2026-01-13,Harbor Terminal,Eastfield Park,269.5,5.19,46.2,77.32,pickup
T01994,V012,D057,2026-01-13,Westside Yard,Downtown Drop,486.3,7.68,85.7,134.32,pickup
T02027,V113,D053,2026-01-13,Eastfield Park,Harbor Terminal,572.0,8.47,62.9,96.66,delivery
T02609,V060,D005,2026-01-13,Airport Cargo,Eastfield Park,49.6,1.04,6.6,9.66,service_run
T02751,V028,D064,2026-01-13,Eastfield Park,Northgate DC,430.6,6.36,47.9,75.23,service_run
T03347,V082,D055,2026-01-13,Downtown Drop,Northgate DC,536.2,7.68,83.9,134.73,transfer
T03683,V104,D068,2026-01-13,Riverside Hub,Harbor Terminal,606.9,11.6,85.6,130.18,transfer
T03922,V068,D025,2026-01-13,Harbor Terminal,Downtown Drop,186.8,3.38,18.3,26.93,delivery
T03979,V113,D053,2026-01-13,Harbor Terminal,Downtown Drop,275.8,4.79,42.1,64.94,pickup
T04229,V048,D036,2026-01-13,Airport Cargo,Riverside Hub,261.1,6.08,41.0,64.49,pickup
T04895,V048,D036,2026-01-13,Eastfield Park,Downtown Drop,189.7,2.76,21.3,33.84,delivery
T05155,V024,D079,2026-01-13,Northgate DC,Springfield Depot,299.8,5.13,27.8,45.1,transfer
T00045,V107,D015,2026-01-14,Springfield Depot,Northgate DC,139.3,2.71,15.0,22.2,transfer
T00255,V113,D053,2026-01-14,Harbor Terminal,Downtown Drop,130.1,2.68,12.3,20.67,delivery
T00364,V002,D074,2026-01-14,Eastfield Park,Springfield Depot,173.9,2.95,16.2,27.83,pickup
T00392,V065,D080,2026-01-14,Riverside Hub,Westside Yard,198.2,3.19,22.2,37.3,pickup
T00447,V065,D080,2026-01-14,Eastfield Park,Airport Cargo,32.5,0.56,4.0,6.12,service_run
T00784,V114,D070,2026-01-14,Airport Cargo,Springfield Depot,145.9,3.01,19.4,29.41,service_run
T00954,V014,D031,2026-01-14,Northgate DC,Eastfield Park,77.3,1.38,11.6,17.26,transfer
T00987,V048,D036,2026-01-14,Westside Yard,Springfield Depot,429.3,8.06,42.3,65.71,pickup
T01167,V003,D058,2026-01-14,Northgate DC,Eastfield Park,221.5,4.2,20.6,35.44,delivery
T01467,V082,D055,2026-01-14,Airport Cargo,Springfield Depot,429.4,6.27,72.8,122.32,delivery
T02046,V081,D042,2026-01-14,Westside Yard,Downtown Drop,588.2,10.07,92.9,158.21,transfer
T02660,V027,D049,2026-01-14,Airport Cargo,Harbor Terminal,306.5,5.26,43.6,65.12,delivery
T03162,V008,D046,2026-01-14,Downtown Drop,Harbor Terminal,215.3,3.76,29.3,49.43,service_run
T03996,V055,D059,2026-01-14,Airport Cargo,Northgate DC,557.6,11.99,57.1,87.15,delivery
T04456,V044,D020,2026-01-14,Northgate DC,Downtown Drop,301.1,4.8,32.2,52.12,transfer
T04664,V047,D050,2026-01-14,Springfield Depot,Riverside Hub,210.0,4.78,28.6,49.41,service_run
T04813,V006,D006,2026-01-14,Westside Yard,Northgate DC,252.6,5.45,26.0,40.41,service_run
T04921,V117,D027,2026-01-14,Eastfield Park,Northgate DC,351.7,6.4,34.0,53.27,transfer
T05159,V029,D060,2026-01-14,Harbor Terminal,Springfield Depot,29.3,0.77,4.7,7.23,transfer
T00082,V105,D023,2026-01-15,Springfield Depot,Downtown Drop,39.2,0.58,3.7,6.05,service_run
T00142,V074,D009,2026-01-15,Riverside Hub,Westside Yard,486.3,7.09,79.0,126.23,delivery
T01200,V014,D031,2026-01-15,Eastfield Park,Westside Yard,367.6,5.57,34.0,57.32,delivery
T01752,V029,D060,2026-01-15,Harbor Terminal,Airport Cargo,50.8,0.73,8.5,13.99,service_run
T02208,V081,D042,2026-01-15,Airport Cargo,Riverside Hub,370.7,7.68,38.8,62.7,pickup
T02483,V012,D057,2026-01-15,Riverside Hub,Airport Cargo,94.9,1.78,16.1,25.99,pickup
T02673,V053,D019,2026-01-15,Northgate DC,Westside Yard,420.0,8.95,45.8,77.52,delivery
T02940,V108,D063,2026-01-15,Springfield Depot,Westside Yard,447.3,7.66,70.3,113.62,service_run
T03098,V101,D017,2026-01-15,Westside Yard,Riverside Hub,435.3,8.78,63.0,95.46,transfer
T03546,V044,D020,2026-01-15,Airport Cargo,Northgate DC,476.4,9.1,46.5,80.72,delivery
T03652,V074,D009,2026-01-15,Riverside Hub,Downtown Drop,429.8,6.59,62.9,102.37,delivery
T04387,V024,D079,2026-01-15,Riverside Hub,Northgate DC,349.7,6.74,31.9,49.67,delivery
T04716,V012,D057,2026-01-15,Northgate DC,Harbor Terminal,87.9,1.81,10.8,18.77,transfer
T04864,V062,D056,2026-01-15,Westside Yard,Harbor Terminal,415.6,6.64,53.6,81.54,transfer
T04945,V039,D045,2026-01-15,Eastfield Park,Westside Yard,167.2,4.3,22.2,36.62,service_run
T04959,V041,D047,2026-01-15,Airport Cargo,Riverside Hub,29.2,0.42,4.0,6.56,delivery
T05101,V077,D029,2026-01-15,Westside Yard,Eastfield Park,58.9,1.09,7.1,12.37,transfer
T00114,V039,D045,2026-01-16,Riverside Hub,Westside Yard,234.1,5.16,24.8,42.0,service_run
T00133,V002,D074,2026-01-16,Downtown Drop,Northgate DC,67.5,1.14,9.6,15.09,delivery
T00325,V038,D011,2026-01-16,Riverside Hub,Springfield Depot,490.2,7.36,60.0,99.99,transfer
T00397,V107,D015,2026-01-16,Eastfield Park,Harbor Terminal,321.5,4.65,42.0,68.67,delivery
T01357,V077,D029,2026-01-16,Springfield Depot,Eastfield Park,251.4,3.87,34.0,57.5,pickup
T01598,V087,D039,2026-01-16,Eastfield Park,Northgate DC,512.7,7.91,48.6,83.44,pickup
T01878,V080,D054,2026-01-16,Riverside Hub,Northgate DC,106.3,1.57,15.0,26.05,pickup
T02258,V087,D039,2026-01-16,Westside Yard,Riverside Hub,539.5,12.86,61.4,100.39,delivery
T02617,V032,D062,2026-01-16,Downtown Drop,Harbor Terminal,74.3,1.11,8.7,14.67,pickup
T02903,V008,D046,2026-01-16,Airport Cargo,Northgate DC,386.1,5.7,44.7,73.49,service_run
T02923,V104,D068,2026-01-16,Springfield Depot,Northgate DC,48.3,0.72,7.1,11.15,delivery
T03386,V110,D072,2026-01-16,Springfield Depot,Eastfield Park,473.7,12.44,68.3,113.91,pickup
T03570,V048,D036,2026-01-16,Airport Cargo,Downtown Drop,21.1,0.31,3.4,5.83,delivery
T03780,V019,D041,2026-01-16,Riverside Hub,Airport Cargo,111.8,2.49,11.3,18.08,delivery
T03823,V082,D055,2026-01-16,Downtown Drop,Riverside Hub,49.2,1.07,8.1,13.64,delivery
T03985,V107,D015,2026-01-16,Northgate DC,Harbor Terminal,465.3,7.43,43.0,65.39,delivery
T04237,V003,D058,2026-01-16,Springfield Depot,Downtown Drop,166.0,3.97,26.6,43.33,transfer
T04274,V026,D021,2026-01-16,Harbor Terminal,Northgate DC,192.1,2.89,19.3,33.58,pickup
T04503,V061,D001,2026-01-16,Westside Yard,Riverside Hub,501.7,7.8,90.8,135.22,service_run
T05040,V114,D070,2026-01-16,Airport Cargo,Eastfield Park,596.2,12.51,85.7,133.06,pickup
T00019,V114,D070,2026-01-17,Downtown Drop,Riverside Hub,54.7,0.87,5.8,9.32,transfer
T00574,V107,D015,2026-01-17,Airport Cargo,Harbor Terminal,380.2,6.24,35.6,56.52,delivery
T00775,V052,D065,2026-01-17,Riverside Hub,Springfield Depot,589.0,11.33,89.0,145.84,transfer
T00783,V002,D074,2026-01-17,Riverside Hub,Eastfield Park,330.7,5.76,47.9,77.16,transfer
T00852,V006,D006,2026-01-17,Eastfield Park,Westside Yard,155.2,2.91,16.9,28.36,service_run
T01067,V026,D021,2026-01-17,Riverside Hub,Harbor Terminal,498.1,7.38,49.1,80.18,delivery
T01799,V113,D053,2026-01-17,Springfield Depot,Eastfield Park,517.0,13.44,78.3,116.46,pickup
T02138,V037,D035,2026-01-17,Springfield Depot,Downtown Drop,119.4,2.88,11.6,17.46,service_run
T02190,V104,D068,2026-01-17,Downtown Drop,Harbor Terminal,258.3,5.93,30.7,52.53,delivery
T02482,V006,D006,2026-01-17,Westside Yard,Airport Cargo,350.0,6.3,34.9,54.86,delivery
T02772,V039,D045,2026-01-17,Springfield Depot,Downtown Drop,332.9,5.33,52.0,83.62,delivery
T03197,V043,D073,2026-01-17,Airport Cargo,Northgate DC,28.9,0.42,2.8,4.28,delivery
T03265,V087,D039,2026-01-17,Airport Cargo,Eastfield Park,482.9,11.37,49.6,83.62,delivery
T03391,V101,D017,2026-01-17,Eastfield Park,Springfield Depot,557.0,9.4,53.0,88.82,delivery
T04391,V059,D002,2026-01-17,Airport Cargo,Eastfield Park,335.6,5.5,46.9,71.4,service_run
T04475,V013,D016,2026-01-17,Northgate DC,Eastfield Park,309.2,7.11,53.7,88.69,pickup
T04882,V109,D051,2026-01-17,Eastfield Park,Northgate DC,521.8,9.91,61.9,94.26,delivery
T05025,V113,D053,2026-01-17,Westside Yard,Downtown Drop,441.9,8.58,71.1,114.88,transfer
T00076,V053,D019,2026-01-18,Northgate DC,Downtown Drop,610.0,15.26,65.9,111.06,delivery
T00116,V028,D064,2026-01-18,Northgate DC,Springfield Depot,96.5,2.23,11.6,20.03,transfer
T00129,V010,D040,2026-01-18,Riverside Hub,Downtown Drop,250.4,5.87,27.8,48.03,pickup
T00300,V050,D007,2026-01-18,Springfield Depot,Airport Cargo,487.3,9.66,69.4,121.37,delivery
T00350,V032,D062,2026-01-18,Westside Yard,Harbor Terminal,158.9,3.78,27.7,42.33,delivery
T00932,V060,D005,2026-01-18,Airport Cargo,Harbor Terminal,565.9,9.21,77.3,133.88,delivery
T01649,V095,D034,2026-01-18,Northgate DC,Eastfield Park,532.6,12.16,86.6,145.37,pickup
T01759,V004,D003,2026-01-18,Riverside Hub,Airport Cargo,614.4,12.92,102.5,175.23,delivery
T02081,V105,D023,2026-01-18,Northgate DC,Eastfield Park,152.4,2.41,20.0,31.61,service_run
T02650,V063,D010,2026-01-18,Eastfield Park,Springfield Depot,577.6,13.91,92.5,149.28,pickup
T02950,V024,D079,2026-01-18,Harbor Terminal,Eastfield Park,523.0,9.8,85.8,128.37,delivery
T03033,V098,D018,2026-01-18,Airport Cargo,Westside Yard,311.5,6.15,33.4,49.09,transfer
T04096,V007,D004,2026-01-18,Northgate DC,Harbor Terminal,562.6,14.59,57.4,98.05,pickup
T04577,V014,D031,2026-01-18,Springfield Depot,Eastfield Park,277.6,4.79,27.4,46.67,pickup
T04935,V046,D071,2026-01-18,Riverside Hub,Westside Yard,380.5,5.59,35.1,61.4,delivery
T04942,V039,D045,2026-01-18,Airport Cargo,Harbor Terminal,587.4,9.62,57.6,84.95,transfer
T05041,V117,D027,2026-01-18,Eastfield Park,Airport Cargo,435.7,9.79,47.1,79.07,delivery
T05120,V053,D019,2026-01-18,Airport Cargo,Eastfield Park,332.4,7.75,56.6,98.25,pickup
T00496,V094,D078,2026-01-19,Eastfield Park,Riverside Hub,102.3,1.48,16.5,26.47,transfer
T00737,V059,D002,2026-01-19,Springfield Depot,Downtown Drop,342.6,5.11,58.5,88.12,delivery
T00766,V038,D011,2026-01-19,Downtown Drop,Westside Yard,343.4,7.3,45.2,73.95,delivery
T01049,V110,D072,2026-01-19,Harbor Terminal,Springfield Depot,123.2,1.82,12.7,20.1,service_run
T01751,V108,D063,2026-01-19,Airport Cargo,Harbor Terminal,15.7,0.33,2.4,3.57,delivery
T01947,V081,D042,2026-01-19,Riverside Hub,Northgate DC,373.5,8.27,48.6,82.33,delivery
T01950,V069,D066,2026-01-19,Downtown Drop,Westside Yard,72.6,1.33,12.2,21.0,delivery
T02040,V037,D035,2026-01-19,Northgate DC,Downtown Drop,583.8,11.08,60.4,104.84,pickup
T02047,V074,D009,2026-01-19,Northgate DC,Springfield Depot,230.9,3.34,26.7,44.0,delivery
T02068,V039,D045,2026-01-19,Springfield Depot,Downtown Drop,602.0,8.63,97.6,159.16,pickup
T02118,V040,D067,2026-01-19,Northgate DC,Harbor Terminal,193.2,3.74,28.2,40.95,transfer
T02177,V087,D039,2026-01-19,Springfield Depot,Airport Cargo,364.6,8.26,33.8,57.22,transfer
T02270,V039,D045,2026-01-19,Eastfield Park,Riverside Hub,30.4,0.68,4.1,6.99,delivery
T03090,V107,D015,2026-01-19,Riverside Hub,Harbor Terminal,567.0,9.65,74.6,123.52,service_run
T03114,V107,D015,2026-01-19,Airport Cargo,Westside Yard,430.1,7.19,40.5,60.86,delivery
T03191,V007,D004,2026-01-19,Springfield Depot,Harbor Terminal,388.9,7.01,36.2,58.23,delivery
T03248,V006,D006,2026-01-19,Springfield Depot,Harbor Terminal,471.7,9.23,61.0,95.88,service_run
T03934,V101,D017,2026-01-19,Eastfield Park,Riverside Hub,586.3,12.36,88.9,135.58,delivery
T04494,V116,D012,2026-01-19,Airport Cargo,Harbor Terminal,280.2,5.49,26.5,42.7,delivery
T04533,V068,D025,2026-01-19,Downtown Drop,Eastfield Park,438.7,6.78,48.3,75.67,delivery
T04760,V006,D006,2026-01-19,Downtown Drop,Northgate DC,512.8,13.21,68.8,112.82,pickup
T04963,V039,D045,2026-01-19,Downtown Drop,Northgate DC,614.8,10.83,96.1,147.47,transfer
T00344,V024,D079,2026-01-20,Eastfield Park,Riverside Hub,181.9,2.76,19.5,31.32,service_run
T01258,V102,D038,2026-01-20,Northgate DC,Harbor Terminal,553.3,11.31,74.9,122.82,service_run
T01486,V006,D006,2026-01-20,Springfield Depot,Westside Yard,304.4,4.66,45.2,71.43,pickup
T01818,V014,D031,2026-01-20,Airport Cargo,Springfield Depot,272.9,4.3,26.2,45.73,delivery
T02061,V117,D027,2026-01-20,Northgate DC,Harbor Terminal,442.2,8.05,78.6,134.42,pickup
T02448,V030,D022,2026-01-20,Northgate DC,Downtown Drop,478.5,12.51,56.8,98.2,delivery
T03118,V052,D065,2026-01-20,Harbor Terminal,Springfield Depot,49.0,1.0,8.2,13.66,pickup
T03361,V102,D038,2026-01-20,Eastfield Park,Springfield Depot,391.4,9.56,38.6,64.66,service_run
T03371,V094,D078,2026-01-20,Eastfield Park,Riverside Hub,305.9,5.92,31.1,51.7,delivery
T03840,V024,D079,2026-01-20,Airport Cargo,Springfield Depot,207.6,4.05,33.1,48.01,delivery
T03854,V082,D055,2026-01-20,Harbor Terminal,Springfield Depot,416.3,7.59,54.9,94.04,delivery
T04183,V101,D017,2026-01-20,Riverside Hub,Westside Yard,183.2,2.77,20.3,34.22,transfer
T04204,V029,D060,2026-01-20,Riverside Hub,Airport Cargo,199.2,5.08,27.3,45.56,delivery
T04397,V101,D017,2026-01-20,Eastfield Park,Downtown Drop,321.4,5.82,39.5,68.17,delivery
T04646,V110,D072,2026-01-20,Harbor Terminal,Downtown Drop,21.1,0.31,2.0,3.23,pickup
T04734,V012,D057,2026-01-20,Airport Cargo,Springfield Depot,110.7,1.93,11.6,19.21,delivery
T05110,V065,D080,2026-01-20,Downtown Drop,Riverside Hub,207.6,4.29,20.0,31.17,delivery
T00291,V010,D040,2026-01-21,Eastfield Park,Westside Yard,295.7,4.33,36.4,62.85,delivery
T00349,V104,D068,2026-01-21,Harbor Terminal,Riverside Hub,389.3,5.63,61.0,103.81,service_run
T00589,V037,D035,2026-01-21,Westside Yard,Northgate DC,41.6,0.74,5.0,7.53,delivery
T00620,V024,D079,2026-01-21,Riverside Hub,Northgate DC,63.3,1.58,10.6,15.46,delivery
T01378,V044,D020,2026-01-21,Riverside Hub,Westside Yard,130.0,2.87,14.4,23.72,pickup
T01538,V061,D001,2026-01-21,Westside Yard,Eastfield Park,98.6,1.48,10.5,16.11,service_run
T01676,V044,D020,2026-01-21,Riverside Hub,Springfield Depot,103.2,2.35,18.0,27.05,delivery
T01741,V062,D056,2026-01-21,Airport Cargo,Eastfield Park,254.1,4.27,37.5,64.3,delivery
T02000,V026,D021,2026-01-21,Riverside Hub,Airport Cargo,346.0,5.35,31.6,50.13,delivery
T02110,V104,D068,2026-01-21,Airport Cargo,Harbor Terminal,349.5,6.51,48.7,79.72,service_run
T02408,V107,D015,2026-01-21,Riverside Hub,Northgate DC,483.9,8.77,49.6,78.22,pickup
T02680,V038,D011,2026-01-21,Downtown Drop,Springfield Depot,359.8,6.4,53.0,78.33,delivery
T03154,V019,D041,2026-01-21,Springfield Depot,Riverside Hub,141.8,2.16,22.2,38.48,transfer
T03783,V018,D028,2026-01-21,Riverside Hub,Harbor Terminal,308.4,5.41,47.4,74.79,delivery
T04035,V027,D049,2026-01-21,Westside Yard,Eastfield Park,528.9,12.22,54.7,88.79,service_run
T04053,V029,D060,2026-01-21,Northgate DC,Westside Yard,528.2,10.75,66.8,101.8,delivery
T04486,V059,D002,2026-01-21,Eastfield Park,Westside Yard,603.7,12.37,98.1,171.15,delivery
T04855,V035,D069,2026-01-21,Downtown Drop,Northgate DC,357.5,5.54,62.2,101.48,pickup
T05181,V007,D004,2026-01-21,Springfield Depot,Northgate DC,388.9,10.14,50.0,77.32,delivery
T00630,V105,D023,2026-01-22,Eastfield Park,Westside Yard,557.3,10.08,51.8,78.89,delivery
T00718,V109,D051,2026-01-22,Harbor Terminal,Northgate DC,614.4,15.19,91.2,141.37,delivery
T00913,V114,D070,2026-01-22,Airport Cargo,Springfield Depot,31.5,0.59,3.0,5.09,delivery
T00956,V043,D073,2026-01-22,Airport Cargo,Springfield Depot,16.6,0.25,2.5,4.09,delivery
T00968,V063,D010,2026-01-22,Westside Yard,Harbor Terminal,563.0,14.64,64.5,106.38,pickup
T00972,V004,D003,2026-01-22,Westside Yard,Airport Cargo,492.2,12.12,73.5,122.55,delivery
T01029,V026,D021,2026-01-22,Northgate DC,Riverside Hub,236.7,3.73,26.0,39.34,delivery
T01313,V035,D069,2026-01-22,Airport Cargo,Downtown Drop,147.6,3.77,16.9,26.44,delivery
T01391,V028,D064,2026-01-22,Airport Cargo,Eastfield Park,461.4,12.09,46.0,73.92,delivery
T01657,V070,D026,2026-01-22,Northgate DC,Eastfield Park,237.9,5.65,34.2,56.48,service_run
T02014,V003,D058,2026-01-22,Eastfield Park,Westside Yard,54.9,0.81,8.6,12.85,delivery
T02139,V087,D039,2026-01-22,Eastfield Park,Riverside Hub,472.9,8.49,43.2,65.09,delivery
T02443,V092,D044,2026-01-22,Riverside Hub,Northgate DC,131.3,1.99,13.9,22.91,delivery
T03775,V107,D015,2026-01-22,Harbor Terminal,Springfield Depot,179.5,2.89,26.1,43.17,service_run
T03836,V082,D055,2026-01-22,Riverside Hub,Northgate DC,201.7,3.46,21.0,30.53,pickup
T03888,V080,D054,2026-01-22,Downtown Drop,Airport Cargo,198.4,3.59,31.2,48.33,pickup
T04661,V081,D042,2026-01-22,Harbor Terminal,Northgate DC,215.2,5.4,37.3,61.7,service_run
T04851,V018,D028,2026-01-22,Airport Cargo,Downtown Drop,516.1,10.75,62.3,95.01,transfer
T05014,V028,D064,2026-01-22,Eastfield Park,Riverside Hub,611.0,11.79,65.7,95.63,delivery
T05015,V007,D004,2026-01-22,Northgate DC,Harbor Terminal,453.1,7.71,80.8,137.8,pickup
T00052,V029,D060,2026-01-23,Harbor Terminal,Westside Yard,213.8,5.22,20.5,34.74,delivery
T00118,V108,D063,2026-01-23,Northgate DC,Downtown Drop,147.7,2.61,19.0,31.92,transfer
T00211,V050,D007,2026-01-23,Harbor Terminal,Springfield Depot,51.4,0.97,7.8,13.52,delivery
T00330,V094,D078,2026-01-23,Harbor Terminal,Eastfield Park,475.0,11.04,70.8,119.54,transfer
T00481,V113,D053,2026-01-23,Downtown Drop,Northgate DC,66.6,1.15,8.8,13.41,transfer
T00844,V047,D050,2026-01-23,Airport Cargo,Eastfield Park,324.5,6.08,34.7,53.33,delivery
T01052,V084,D013,2026-01-23,Northgate DC,Eastfield Park,530.7,7.73,59.9,104.49,service_run
T01319,V065,D080,2026-01-23,Springfield Depot,Harbor Terminal,478.6,8.84,57.5,84.36,delivery
T01495,V074,D009,2026-01-23,Downtown Drop,Springfield Depot,137.6,2.6,13.1,22.64,pickup
T01936,V062,D056,2026-01-23,Westside Yard,Springfield Depot,427.2,8.38,57.7,100.59,delivery
T01986,V013,D016,2026-01-23,Riverside Hub,Harbor Terminal,536.7,13.72,79.2,130.34,pickup
T02737,V014,D031,2026-01-23,Downtown Drop,Northgate DC,602.5,12.16,70.5,113.2,delivery
T03555,V002,D074,2026-01-23,Eastfield Park,Northgate DC,115.1,2.27,12.8,20.03,delivery
T03559,V107,D015,2026-01-23,Northgate DC,Westside Yard,357.3,5.61,38.1,62.02,delivery
T03848,V113,D053,2026-01-23,Westside Yard,Airport Cargo,373.8,7.01,66.1,105.15,transfer
T03859,V037,D035,2026-01-23,Harbor Terminal,Airport Cargo,585.6,11.12,54.9,89.36,service_run
T04223,V002,D074,2026-01-23,Westside Yard,Riverside Hub,278.4,5.92,45.0,69.64,delivery
T04432,V024,D079,2026-01-23,Harbor Terminal,Downtown Drop,430.6,9.13,74.9,119.06,pickup
T04540,V008,D046,2026-01-23,Westside Yard,Downtown Drop,316.7,4.93,40.4,66.7,pickup
T04543,V043,D073,2026-01-23,Northgate DC,Westside Yard,456.8,6.93,56.6,98.29,delivery
T04688,V117,D027,2026-01-23,Harbor Terminal,Westside Yard,276.5,5.52,34.3,59.28,transfer
T04932,V032,D062,2026-01-23,Airport Cargo,Westside Yard,188.8,4.47,33.6,55.8,delivery
T00020,V006,D006,2026-01-24,Springfield Depot,Riverside Hub,131.6,3.37,13.1,19.19,delivery
T00374,V069,D066,2026-01-24,Riverside Hub,Eastfield Park,444.5,10.55,78.6,130.34,service_run
T00473,V028,D064,2026-01-24,Riverside Hub,Downtown Drop,135.7,2.64,15.4,26.92,delivery
T01305,V037,D035,2026-01-24,Springfield Depot,Riverside Hub,570.2,9.59,81.0,128.03,transfer
T01992,V044,D020,2026-01-24,Springfield Depot,Eastfield Park,268.6,6.08,44.1,69.01,pickup
T02136,V087,D039,2026-01-24,Downtown Drop,Airport Cargo,25.9,0.62,3.1,5.04,delivery
T02155,V040,D067,2026-01-24,Northgate DC,Eastfield Park,196.4,3.51,30.2,47.82,delivery
T02555,V008,D046,2026-01-24,Airport Cargo,Northgate DC,333.7,5.53,30.6,46.93,delivery
T02742,V024,D079,2026-01-24,Eastfield Park,Riverside Hub,53.3,1.12,7.4,12.93,delivery
T03115,V003,D058,2026-01-24,Westside Yard,Harbor Terminal,390.2,6.16,37.6,59.86,service_run
T03183,V003,D058,2026-01-24,Downtown Drop,Riverside Hub,367.6,7.78,33.4,56.8,delivery
T03591,V041,D047,2026-01-24,Riverside Hub,Eastfield Park,146.0,2.68,14.5,22.94,transfer
T04066,V098,D018,2026-01-24,Downtown Drop,Harbor Terminal,579.3,13.53,79.9,125.42,delivery
T04103,V105,D023,2026-01-24,Eastfield Park,Airport Cargo,253.5,4.17,25.7,43.32,delivery
T04283,V053,D019,2026-01-24,Riverside Hub,Downtown Drop,198.3,4.73,21.7,37.18,pickup
T04699,V014,D031,2026-01-24,Eastfield Park,Harbor Terminal,336.3,5.77,36.6,59.68,transfer
T04907,V065,D080,2026-01-24,Springfield Depot,Westside Yard,137.1,3.13,13.8,21.45,pickup
T04969,V060,D005,2026-01-24,Airport Cargo,Springfield Depot,619.5,10.19,87.8,138.22,delivery
T05066,V080,D054,2026-01-24,Northgate DC,Harbor Terminal,131.3,2.43,18.1,31.57,delivery
